Gene,4,8,12,12,24,24,48,48,72,72,Temporal_Class
UL103,71.2379606843802,11.924437438113,49.6407029511815,358.906433988705,33.5338860622102,398.14243918656,23.3594750716101,255.94415149845,28.0956924530821,308.973322134856,Immediate Early
UL104,53.44157813004031,6.01783843439761,13.651849746496,119.560308386417,14.071484077479,130.138133996166,17.1056107841674,282.651084835861,24.4932754138231,364.22292447047903,Immediate Early
UL114,254.172466614985,28.3881634549656,73.5515977298771,513.1639045026,62.5460366593746,792.180658461231,60.514308104215,576.903945239475,74.7234206739266,358.301679790536,Immediate Early
UL115,280.431155701509,18.245593132994,93.7557955695013,171.860378237828,122.087527081904,225.28988755678,104.117176264073,294.488725090254,97.0104400573953,368.206501265092,Immediate Early
UL116,279.457800359495,13.134467499262,44.9647136610634,,92.3111244157859,,85.0443324045285,,69.7780766345543,,Immediate Early
UL117,253.200520432882,12.3841790491402,41.4948173297199,627.88191990092,70.5624009657598,779.034609928875,70.3013035110438,576.903945239475,54.5815909441308,272.086636517463,Immediate Early
UL119,222.279271062376,5.89884077949076,13.6523829309221,158.373506898376,60.0160521037524,225.827193326941,62.243655483719294,383.70928832915,46.9224000399386,408.586544215208,Immediate Early
UL120,115.655750086248,2.27826378705444,2.60264594767192,,2.09518447806104,,3.37952095284123,,3.50551173529042,,Immediate Early
UL121,122.384095066709,1.99975395039315,2.93620820974563,0.0873579534888779,2.02874090641921,35.7174332522669,2.1319398060407,140.819761248706,2.93929722825429,373.707145158159,Immediate Early
UL122,1019.37083206335,167.713191356098,78.6710391880337,111.360710366071,17.7311791394626,102.918702288814,24.0625267543146,147.589812873236,25.7751875538231,304.978605485363,Immediate Early
UL123,1440.87991560046,358.695556676264,327.927513058975,780.047887954758,31.8950946050904,696.209733782108,19.0383586412874,248.157761324048,5.90636822502347,124.95822010341,Immediate Early
UL13,109.918452693438,192.179612936665,505.714451150392,1131.07139217636,150.596508402947,488.669623662407,73.9176722969986,158.129650567369,51.715273823676,133.135689561508,True Early
UL14,22.7839096912368,26.7342858904725,59.6322145061831,1077.48925543569,27.4773446600131,915.62992886359,15.1600735062283,541.551407696804,14.9913417907657,408.586544215208,True Early
UL16,34.5197724426379,53.7638141330823,157.700615711546,638.308260745879,104.73842972453,712.121221277625,44.9455135487356,407.458256968678,26.1273773199693,380.239276836098,True Early
UL20,35.5114322859741,19.9666931822882,18.9580797089449,,18.7159175272233,,11.6653008744147,,8.73861294396577,,True Early
UL23,32.5405733339111,28.7018713898527,25.551905678138,184.623612503919,22.488079569966,265.68098958432,17.63545768144,384.821688141287,16.1341826170643,408.586544215208,True Early
UL24,9.41971407134705,24.8541247464336,23.0530466108962,123.949717229457,15.9599219551039,114.581371339611,14.8707558553147,108.678379306091,14.3666465233976,260.646325605096,True Early
UL26,67.6676451063224,165.848098794015,247.210904969071,129.587831171559,109.499336569961,147.482271445812,55.86487986123711,209.755503863577,39.846321679802,364.272434093796,True Early
UL27,53.5445196911001,142.734758323066,233.688551124134,730.052632323048,100.114690283676,533.463014780084,43.990604294953,386.571184613336,27.7083460060922,177.687938233041,True Early
UL28,18.3965146052573,40.503393092697,155.940063970157,,58.7959737777036,,26.8790667873563,,15.9117035688521,,True Early
UL29,19.8003925958385,51.7926530015937,161.616419540104,778.427956602192,49.8919221247449,390.198869620113,14.5625874734068,192.753893991918,11.348563754311,120.292305146684,True Early
UL31,24.1287487407334,40.3120924808754,37.7885686825823,178.280425998799,18.1395457289792,103.116381647749,24.6634453433168,235.213495847865,29.109002464202,408.586544215208,True Early
