Gene,6,12,12,18,24,24,48,48,72,72,96,Temporal_Class
UL103,484.73643669407903,49.6407029511815,358.906433988705,373.22690559771,33.5338860622102,398.14243918656,23.3594750716101,255.94415149845,28.0956924530821,308.973322134856,386.41834263225695,Immediate Early
UL104,178.886088869811,13.651849746496,119.560308386417,113.936352344216,14.071484077479,130.138133996166,17.1056107841674,282.651084835861,24.4932754138231,364.22292447047903,386.41834263225695,Immediate Early
UL114,397.491022852472,73.5515977298771,513.1639045026,632.175870390896,62.5460366593746,792.180658461231,60.514308104215,576.903945239475,74.7234206739266,358.301679790536,270.268442212751,Immediate Early
UL115,218.234415577779,93.7557955695013,171.860378237828,170.519712079586,122.087527081904,225.28988755678,104.117176264073,294.488725090254,97.0104400573953,368.206501265092,386.41834263225695,Immediate Early
UL116,,44.9647136610634,,,92.3111244157859,,85.0443324045285,,69.7780766345543,,,Immediate Early
UL117,455.616165486319,41.4948173297199,627.88191990092,656.648214439803,70.5624009657598,779.034609928875,70.3013035110438,576.903945239475,54.5815909441308,272.086636517463,205.806979487281,Immediate Early
UL119,126.560309127291,13.6523829309221,158.373506898376,178.376903103112,60.0160521037524,225.827193326941,62.243655483719294,383.70928832915,46.9224000399386,408.586544215208,344.683607330647,Immediate Early
UL120,,2.60264594767192,,,2.09518447806104,,3.37952095284123,,3.50551173529042,,,Immediate Early
UL121,,2.93620820974563,0.0873579534888779,,2.02874090641921,35.7174332522669,2.1319398060407,140.819761248706,2.93929722825429,373.707145158159,386.41834263225695,Immediate Early
UL122,196.25735475859,78.6710391880337,111.360710366071,104.058586022031,17.7311791394626,102.918702288814,24.0625267543146,147.589812873236,25.7751875538231,304.978605485363,386.41834263225695,Immediate Early
UL123,1140.08121686252,327.927513058975,780.047887954758,1040.67773889886,31.8950946050904,696.209733782108,19.0383586412874,248.157761324048,5.90636822502347,124.95822010341,73.48098276398,Immediate Early
UL13,941.764616384241,505.714451150392,1131.07139217636,1040.67773889886,150.596508402947,488.669623662407,73.9176722969986,158.129650567369,51.715273823676,133.135689561508,121.081460986365,True Early
UL14,805.308583297611,59.6322145061831,1077.48925543569,919.131034006081,27.4773446600131,915.62992886359,15.1600735062283,541.551407696804,14.9913417907657,408.586544215208,339.971724191095,True Early
UL16,365.695927188581,157.700615711546,638.308260745879,815.254254928273,104.73842972453,712.121221277625,44.9455135487356,407.458256968678,26.1273773199693,380.239276836098,386.41834263225695,True Early
UL20,,18.9580797089449,,,18.7159175272233,,11.6653008744147,,8.73861294396577,,,True Early
UL23,414.930704833623,25.551905678138,184.623612503919,205.25167092778,22.488079569966,265.68098958432,17.63545768144,384.821688141287,16.1341826170643,408.586544215208,261.70327973456,True Early
UL24,132.705797279927,23.0530466108962,123.949717229457,120.909242349974,15.9599219551039,114.581371339611,14.8707558553147,108.678379306091,14.3666465233976,260.646325605096,386.41834263225695,True Early
UL26,145.97195860657,247.210904969071,129.587831171559,144.906867951981,109.499336569961,147.482271445812,55.86487986123711,209.755503863577,39.846321679802,364.272434093796,386.41834263225695,True Early
UL27,1758.31901794114,233.688551124134,730.052632323048,496.43559834050495,100.114690283676,533.463014780084,43.990604294953,386.571184613336,27.7083460060922,177.687938233041,122.94672485984,True Early
UL28,,155.940063970157,,,58.7959737777036,,26.8790667873563,,15.9117035688521,,,True Early
